銘柄名,市場・商品区分,33業種区分,17業種区分
リグア,グロース（内国株式）,サービス業,情報通信・サービスその他 
リビングプラットフォーム,グロース（内国株式）,サービス業,情報通信・サービスその他 
Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,プライム（内国株式）,サービス業,情報通信・サービスその他 
アディッシュ,グロース（内国株式）,サービス業,情報通信・サービスその他 
ＮｅｘＴｏｎｅ,グロース（内国株式）,サービス業,情報通信・サービスその他 
Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,グロース（内国株式）,サービス業,情報通信・サービスその他 
ステムセル研究所,グロース（内国株式）,サービス業,情報通信・サービスその他 
さくらさくプラス,グロース（内国株式）,サービス業,情報通信・サービスその他 
エージェント,PRO Market,サービス業,情報通信・サービスその他 
日本車輌製造,プライム（内国株式）,輸送用機器,自動車・輸送機 
三菱ロジスネクスト,スタンダード（内国株式）,輸送用機器,自動車・輸送機 
クラシコム,グロース（内国株式）,小売業,小売 
ＩＮＥＳＴ,スタンダード（内国株式）,卸売業,商社・卸売 
キューブ,グロース（内国株式）,小売業,小売 
マナベインテリアハーツ,PRO Market,小売業,小売 
フーディソン,グロース（内国株式）,卸売業,商社・卸売 
アルファパーチェス,スタンダード（内国株式）,卸売業,商社・卸売 
ダイワ通信,スタンダード（内国株式）,卸売業,商社・卸売 
ミモナ,PRO Market,小売業,小売 
伸和ホールディングス,PRO Market,小売業,小売 
ハルメクホールディングス,グロース（内国株式）,小売業,小売 
ＳＨＩＮＫＯ,スタンダード（内国株式）,卸売業,商社・卸売 
近畿車輛,スタンダード（内国株式）,輸送用機器,自動車・輸送機 
イヴレス,PRO Market,卸売業,商社・卸売 
グローバルスタイル,スタンダード（内国株式）,小売業,小売 
一家ホールディングス,スタンダード（内国株式）,小売業,小売 
フルサト・マルカホールディングス,プライム（内国株式）,卸売業,商社・卸売 
ミアヘルサホールディングス,スタンダード（内国株式）,小売業,小売 
ヤマエグループホールディングス,プライム（内国株式）,卸売業,商社・卸売 
のむら産業,スタンダード（内国株式）,卸売業,商社・卸売 
フローバル,PRO Market,卸売業,商社・卸売 
ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,グロース（内国株式）,小売業,小売 
アップガレージグループ,スタンダード（内国株式）,小売業,小売 
ジャパンクラフトホールディングス,スタンダード（内国株式）,小売業,小売 
ウェルビングループ,PRO Market,小売業,小売 
グラントマト,PRO Market,小売業,小売 
ＴＯＲＩＣＯ,グロース（内国株式）,小売業,小売 
東京高圧山崎,PRO Market,卸売業,商社・卸売 
ペットゴー,グロース（内国株式）,小売業,小売 
ＦＰＧ,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行） 
島根銀行,スタンダード（内国株式）,銀行業,銀行 
ライフネット生命保険,グロース（内国株式）,保険業,金融（除く銀行） 
じもとホールディングス,スタンダード（内国株式）,銀行業,銀行 
アストマックス,スタンダード（内国株式）,証券、商品先物取引業,金融（除く銀行） 
住信ＳＢＩネット銀行,スタンダード（内国株式）,銀行業,銀行 
全国保証,プライム（内国株式）,その他金融業,金融（除く銀行） 
めぶきフィナンシャルグループ,プライム（内国株式）,銀行業,銀行 
中央インターナショナルグループ,PRO Market,保険業,金融（除く銀行） 
ジャパンインベストメントアドバイザー,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行） 
東京きらぼしフィナンシャルグループ,プライム（内国株式）,銀行業,銀行 
今村証券,スタンダード（内国株式）,証券、商品先物取引業,金融（除く銀行） 
シンプレクス・ファイナンシャル・ホールディングス,PRO Market,証券、商品先物取引業,金融（除く銀行） 
ＧＭＯフィナンシャルホールディングス,スタンダード（内国株式）,証券、商品先物取引業,金融（除く銀行） 
九州フィナンシャルグループ,プライム（内国株式）,銀行業,銀行 
かんぽ生命保険,プライム（内国株式）,保険業,金融（除く銀行） 
ゆうちょ銀行,プライム（内国株式）,銀行業,銀行 
あんしん保証,スタンダード（内国株式）,その他金融業,金融（除く銀行） 
富山第一銀行,プライム（内国株式）,銀行業,銀行 
ヒロセ通商,スタンダード（内国株式）,証券、商品先物取引業,金融（除く銀行） 
コンコルディア・フィナンシャルグループ,プライム（内国株式）,銀行業,銀行 
ジェイリース,プライム（内国株式）,その他金融業,金融（除く銀行） 
西日本フィナンシャルホールディングス,プライム（内国株式）,銀行業,銀行 
イントラスト,スタンダード（内国株式）,その他金融業,金融（除く銀行） 
日本モーゲージサービス,スタンダード（内国株式）,その他金融業,金融（除く銀行） 
Ｃａｓａ,スタンダード（内国株式）,その他金融業,金融（除く銀行） 
アルヒ,プライム（内国株式）,その他金融業,金融（除く銀行） 
プレミアグループ,プライム（内国株式）,その他金融業,金融（除く銀行） 
日産自動車,プライム（内国株式）,輸送用機器,自動車・輸送機 
いすゞ自動車,プライム（内国株式）,輸送用機器,自動車・輸送機 
トヨタ自動車,プライム（内国株式）,輸送用機器,自動車・輸送機 
日野自動車,プライム（内国株式）,輸送用機器,自動車・輸送機 
カネミツ,スタンダード（内国株式）,輸送用機器,自動車・輸送機 
三菱自動車工業,プライム（内国株式）,輸送用機器,自動車・輸送機 
エフテック,スタンダード（内国株式）,輸送用機器,自動車・輸送機 
レシップホールディングス,スタンダード（内国株式）,輸送用機器,自動車・輸送機 
